mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,USA,Europe,Japan
23.9,1.4741390271605472,0.6250531311072056,-0.3879486774810273,0.5342350068027569,2.3008041257887255,79,1,1.0,0.0,0.0
20.2,1.4741390271605472,1.029786311891898,0.9133328467664298,0.717382630123473,-0.9974248483142371,78,1,1.0,0.0,0.0
15.5,1.4741390271605472,1.183970380762257,1.0726734415722408,1.4133435987421938,-0.6816369678150177,77,1,1.0,0.0,0.0
20.6,0.30525101067465893,0.34559450627967997,0.010402809533500375,0.4853956405838994,0.05520142001649579,78,1,1.0,0.0,0.0
22.0,0.30525101067465893,0.2877754804532953,-0.12238101947134218,0.3059109697295977,-0.08514874909426871,76,1,1.0,0.0,0.0
24.0,-0.8636370058112295,-0.7915130016392177,-0.25516484847618476,-0.8601288987456277,-0.05006120681657774,72,3,0.0,0.0,1.0
14.0,1.4741390271605472,2.4945349661603085,3.064430876644879,1.674634208013082,-2.330751454866499,70,1,1.0,0.0,0.0
38.0,-0.8636370058112295,-0.8686050360743972,-1.1049813541071771,-1.046939474532758,-0.33076154503810673,82,1,1.0,0.0,0.0
20.0,-0.8636370058112295,-0.7818764973348202,-0.3613919116800588,-0.48894971548230987,-0.5763743409819442,73,2,0.0,1.0,0.0
39.0,-0.8636370058112295,-1.0516986178579484,-1.0784245883062085,-1.352185513400618,0.26572667368264163,81,1,1.0,0.0,0.0
17.5,1.4741390271605472,1.0586958248050904,0.9398896125673982,1.504917410402552,-0.9272497637588552,76,1,1.0,0.0,0.0
27.0,-0.8636370058112295,-0.8011495059436151,-0.4410622090829643,-0.41813263446496635,1.0376526037918468,82,1,1.0,0.0,0.0
17.5,1.4741390271605472,1.0586958248050904,1.0726734415722408,1.0958877183196194,-1.1026874751473106,77,1,1.0,0.0,0.0
33.5,-0.8636370058112295,-0.42532583807211505,-0.3879486774810273,-0.5206953035245673,-0.8570746792034731,79,1,1.0,0.0,0.0
20.0,0.30525101067465893,-0.37714331655012784,0.4618678281499651,-0.21422828050123585,-0.7518120523703996,73,3,0.0,0.0,1.0
20.0,0.30525101067465893,0.2877754804532953,-0.12238101947134218,0.8162823467166597,0.7218647232926261,76,1,1.0,0.0,0.0
17.5,1.4741390271605472,1.183970380762257,0.9398896125673982,1.3400845494139075,-0.6816369678150177,78,1,1.0,0.0,0.0
25.0,-0.8636370058112295,-0.7626034887260253,-0.6269595696897439,-0.9309459797629712,0.44116438507109706,76,2,0.0,1.0,0.0
13.0,1.4741390271605472,1.492338518502975,1.2054572705770834,2.095873741650729,-0.4009366295934887,74,1,1.0,0.0,0.0
36.0,-0.8636370058112295,-0.9360605662051792,-0.9190839935003975,-1.046939474532758,0.5815145541818622,82,1,1.0,0.0,0.0
30.0,-0.8636370058112295,-1.0324256092491537,-0.7597433986945864,-1.1201985238610443,-0.4009366295934887,71,2,0.0,1.0,0.0
34.5,-0.8636370058112295,-0.8686050360743972,-0.9190839935003975,-1.0164148706459721,-0.26058646048272416,79,1,1.0,0.0,0.0
21.5,0.30525101067465893,0.34559450627967997,0.2759704675431855,0.320562779595255,-0.08514874909426871,79,1,1.0,0.0,0.0
13.0,1.4741390271605472,1.974163733722847,1.7365925865964535,2.1532599969578867,-1.2781251865357661,71,1,1.0,0.0,0.0
36.1,-0.8636370058112295,-1.0035160963359613,-1.1846516515100827,-1.4437593250609762,0.26572667368264163,78,3,0.0,0.0,1.0
27.5,-0.8636370058112295,-0.5891464112468715,-0.25516484847618476,-0.5158113669026816,-0.5061992564265623,78,3,0.0,0.0,1.0
32.8,-0.8636370058112295,-1.128790652293128,-1.3971057779178306,-1.2178772562987596,1.3183529420133744,78,3,0.0,0.0,1.0
14.0,1.4741390271605472,1.974163733722847,1.8693764156012962,1.8089424651149406,-1.4535628979242214,71,1,1.0,0.0,0.0
17.0,1.4741390271605472,0.6250531311072056,0.14318663853834293,1.3156648663044788,1.1780027729026106,77,1,1.0,0.0,0.0
16.2,0.30525101067465893,-0.3096877864193458,0.7539922519606187,0.5220251652480425,0.05520142001649579,78,2,0.0,1.0,0.0
24.0,-0.8636370058112295,-0.7626034887260253,-0.786300164495555,-1.0066469974022005,-0.05006120681657774,73,2,0.0,1.0,0.0
37.0,-0.8636370058112295,-0.733693975812833,-0.33483514587909025,-0.669655370492083,-0.2254989182050332,80,3,0.0,0.0,1.0
27.0,-0.8636370058112295,-0.9456970705095766,-0.4410622090829643,-1.040834553755401,-0.4009366295934887,70,3,0.0,0.0,1.0
32.1,-0.8636370058112295,-0.9360605662051792,-0.9190839935003975,-1.0530443953101152,-0.05006120681657774,80,1,1.0,0.0,0.0
12.0,1.4741390271605472,1.492338518502975,2.002160244606139,1.851676910556441,-1.1026874751473106,73,1,1.0,0.0,0.0
16.0,0.30525101067465893,0.5286880880632313,-0.12238101947134218,0.9750102869279469,0.4762519273487887,74,1,1.0,0.0,0.0
34.2,-0.8636370058112295,-0.8686050360743972,-0.9190839935003975,-0.9553656628724,-0.8570746792034731,79,1,1.0,0.0,0.0
19.0,0.30525101067465893,0.5286880880632313,-0.12238101947134218,0.3657391933476982,-0.2254989182050332,71,1,1.0,0.0,0.0
23.0,1.4741390271605472,1.492338518502975,0.5415381255528706,1.1203074014290482,0.6166020964595526,79,1,1.0,0.0,0.0
21.0,0.30525101067465893,0.0468628728433594,-0.5207325064858699,-0.4828447947049527,0.12537650457187774,70,1,1.0,0.0,0.0
18.1,0.30525101067465893,0.6057801224984107,0.40875429654802803,0.5220251652480425,-0.19041137592734225,78,1,1.0,0.0,0.0
20.0,-0.8636370058112295,-0.6276924284644613,-0.06926748786940516,0.20456928482546813,0.020113877738804197,76,2,0.0,1.0,0.0
33.5,-0.8636370058112295,-0.9360605662051792,-0.5738460380878069,-1.10798868230633,0.09028896229418676,77,1,1.0,0.0,0.0
27.2,-0.8636370058112295,-0.5216908811160894,-0.8925272276994289,0.25340865104432575,3.2130802250086945,79,2,0.0,1.0,0.0
36.4,-0.27919299756828525,-0.7144209672040381,-0.998754290903303,-0.039627546268819897,1.49379065340183,80,2,0.0,1.0,0.0
20.2,0.30525101067465893,0.3552310105840774,-0.3879486774810273,0.34498246270468375,0.8973024346810815,79,1,1.0,0.0,0.0
19.0,-1.4480810140541736,-1.2058826867283075,-0.2020513168742477,-0.7966377226611128,-0.7518120523703996,72,3,0.0,0.0,1.0
28.0,-0.8636370058112295,-0.5313273854204869,-0.3879486774810273,-0.8772226769222279,-0.05006120681657774,71,1,1.0,0.0,0.0
34.1,-0.8636370058112295,-1.0035160963359613,-0.9721975251023345,-1.2178772562987596,0.12537650457187774,81,3,0.0,0.0,1.0
14.0,1.4741390271605472,1.974163733722847,1.8693764156012962,1.7124847168326967,-1.2781251865357661,72,1,1.0,0.0,0.0
26.0,-0.8636370058112295,-0.9360605662051792,-0.3879486774810273,-0.8760016927667564,-0.05006120681657774,73,2,0.0,1.0,0.0
19.2,1.4741390271605472,0.6925086612379877,0.5415381255528706,0.7601170755649734,-0.2254989182050332,79,1,1.0,0.0,0.0
32.2,-0.8636370058112295,-0.8396955231612049,-0.786300164495555,-0.8760016927667564,-0.15532383364965127,80,3,0.0,0.0,1.0
11.0,1.4741390271605472,1.183970380762257,2.798863218635194,1.7088217643662824,-0.7518120523703996,70,1,1.0,0.0,0.0
36.0,-0.8636370058112295,-0.7240574715084356,-0.4410622090829643,-1.0042050290912576,-0.4009366295934887,82,3,0.0,0.0,1.0
24.0,-0.8636370058112295,-0.733693975812833,-0.2020513168742477,-0.5341261292347531,0.4762519273487887,75,3,0.0,0.0,1.0
29.0,-0.8636370058112295,-1.061335122162346,-1.3971057779178306,-1.1568280485251876,2.3008041257887255,76,1,1.0,0.0,0.0
15.0,0.30525101067465893,0.6057801224984107,0.14318663853834293,0.9127400949989034,1.1780027729026106,75,1,1.0,0.0,0.0
15.0,1.4741390271605472,1.183970380762257,1.2054572705770834,1.4072386779648367,-0.7518120523703996,72,1,1.0,0.0,0.0
15.0,1.4741390271605472,1.492338518502975,1.0726734415722408,1.3425265177248504,-0.9272497637588552,73,1,1.0,0.0,0.0
22.0,-0.8636370058112295,-0.7047844628996407,-0.49417574068490133,-0.7172737525554692,0.12537650457187774,72,1,1.0,0.0,0.0
22.0,0.30525101067465893,0.5286880880632313,0.010402809533500375,0.4524290683861705,-0.4009366295934887,76,1,1.0,0.0,0.0
14.0,1.4741390271605472,2.504171470464706,3.1972147056497215,1.7613240830515544,-1.9798760320895878,70,1,1.0,0.0,0.0
21.5,-0.8636370058112295,-0.7144209672040381,0.14318663853834293,-0.46697200068382394,-0.9974248483142371,77,2,0.0,1.0,0.0
10.0,1.4741390271605472,1.5887035615469494,2.9316470476400367,1.993311072591128,-0.5763743409819442,70,1,1.0,0.0,0.0
38.0,-0.8636370058112295,-1.0035160963359613,-0.998754290903303,-1.2422969394081884,-0.2254989182050332,82,3,0.0,0.0,1.0
13.0,1.4741390271605472,1.492338518502975,1.0726734415722408,1.227754007110535,-0.9272497637588552,73,1,1.0,0.0,0.0
21.6,-0.8636370058112295,-0.7144209672040381,0.2759704675431855,-0.22888009036689314,0.020113877738804197,78,2,0.0,1.0,0.0
28.0,-0.8636370058112295,-0.9360605662051792,-0.6535163354907124,-0.9993210924693718,-0.2254989182050332,72,1,1.0,0.0,0.0
13.0,1.4741390271605472,1.974163733722847,1.2054572705770834,1.8089424651149406,-1.2781251865357661,73,1,1.0,0.0,0.0
16.0,0.30525101067465893,0.2877754804532953,0.010402809533500375,0.5574337057567144,-0.05006120681657774,71,1,1.0,0.0,0.0
23.0,0.30525101067465893,0.02758986423456453,-0.25516484847618476,-0.09579281742050615,0.12537650457187774,73,1,1.0,0.0,0.0
14.0,1.4741390271605472,1.183970380762257,1.2054572705770834,1.336421596947493,-0.5763743409819442,72,1,1.0,0.0,0.0
28.0,-0.8636370058112295,-0.42532583807211505,-0.3879486774810273,-0.3717352365570516,0.3008142159603332,80,1,1.0,0.0,0.0
14.0,1.4741390271605472,1.029786311891898,0.8602193151644927,1.2936871515059927,-0.4009366295934887,73,1,1.0,0.0,0.0
23.0,-0.8636370058112295,-0.9456970705095766,-1.3439922463158938,-0.8894325184769423,2.75694217539871,72,2,0.0,1.0,0.0
17.5,0.30525101067465893,0.6057801224984107,-0.25516484847618476,0.25707160351074004,0.7569522655703177,76,1,1.0,0.0,0.0
18.0,0.30525101067465893,0.3552310105840774,-0.12238101947134218,-0.23620599529972178,-0.2254989182050332,73,1,1.0,0.0,0.0
16.0,1.4741390271605472,1.5019750228073725,1.1789005047761147,1.6514355090591246,-0.4009366295934887,77,1,1.0,0.0,0.0
28.0,-0.8636370058112295,-0.7626034887260253,-0.3879486774810273,-1.049381442843701,-0.5763743409819442,71,2,0.0,1.0,0.0
32.0,-0.8636370058112295,-1.0806081307711408,-1.158094885709114,-1.1958995415002738,1.1780027729026106,74,3,0.0,0.0,1.0
21.0,-0.8636370058112295,-0.7047844628996407,-0.49417574068490133,-0.9236200748301425,0.3008142159603332,72,1,1.0,0.0,0.0
17.0,1.4741390271605472,1.0586958248050904,0.6743219545577132,1.0470483521007619,-0.08514874909426871,79,1,1.0,0.0,0.0
16.0,1.4741390271605472,1.183970380762257,1.2054572705770834,1.4743928065157659,-0.9272497637588552,76,1,1.0,0.0,0.0
17.0,0.30525101067465893,0.34559450627967997,0.14318663853834293,1.1288542905173484,1.8797536184564325,75,1,1.0,0.0,0.0
19.1,0.30525101067465893,0.2877754804532953,-0.3879486774810273,0.4866166247393708,1.072740146069537,80,1,1.0,0.0,0.0
34.0,-0.8636370058112295,-0.8396955231612049,-0.9190839935003975,-0.9004213758761852,0.44116438507109706,82,3,0.0,0.0,1.0
14.0,1.4741390271605472,1.5019750228073725,1.1523437389751463,2.0445924071209283,-0.7518120523703996,75,1,1.0,0.0,0.0
13.0,1.4741390271605472,2.3596239058987445,2.9316470476400367,2.1398291712477007,-1.629000609312677,73,1,1.0,0.0,0.0
16.5,1.4741390271605472,1.5019750228073725,0.8867760809654612,1.1874615299799776,-0.8570746792034731,79,1,1.0,0.0,0.0
19.0,-0.8636370058112295,-0.7144209672040381,0.19630017014027995,-0.13974824701747798,-0.05006120681657774,73,2,0.0,1.0,0.0
18.0,-0.8636370058112295,-0.7144209672040381,0.19630017014027995,-0.06038427691183438,-0.4009366295934887,72,2,0.0,1.0,0.0
19.0,0.30525101067465893,0.2877754804532953,-0.12238101947134218,0.7906416794517594,0.7218647232926261,77,1,1.0,0.0,0.0
44.0,-0.8636370058112295,-0.9456970705095766,-1.3971057779178306,-1.040834553755401,3.1429051404533124,82,2,0.0,1.0,0.0
34.3,-0.8636370058112295,-0.9456970705095766,-0.7066298670926494,-0.9700174727380573,0.05520142001649579,80,2,0.0,1.0,0.0
25.0,-0.8636370058112295,-0.7915130016392177,-0.25516484847618476,-0.9211781065191997,-0.5763743409819442,71,3,0.0,0.0,1.0
16.0,0.30525101067465893,0.5286880880632313,-0.12238101947134218,0.3608552567258125,0.8271273501256996,73,1,1.0,0.0,0.0
24.0,-0.8636370058112295,-0.8493320274656023,-0.3879486774810273,-0.6745393071139688,-0.4009366295934887,70,2,0.0,1.0,0.0
18.0,0.30525101067465893,0.2877754804532953,0.010402809533500375,0.16916074431679637,0.3008142159603332,73,1,1.0,0.0,0.0
13.0,1.4741390271605472,1.183970380762257,1.2054572705770834,0.9432646988856894,-0.5763743409819442,76,1,1.0,0.0,0.0
31.0,-0.8636370058112295,-0.733693975812833,-0.6004028038887753,-0.32045390202725116,1.3183529420133744,82,1,1.0,0.0,0.0
15.0,1.4741390271605472,1.183970380762257,1.2054572705770834,0.9701263503060611,-1.1026874751473106,73,1,1.0,0.0,0.0
25.0,-0.8636370058112295,-0.7144209672040381,0.2759704675431855,-0.3802821256453517,-0.7518120523703996,75,2,0.0,1.0,0.0
27.0,-0.8636370058112295,-0.9456970705095766,-0.4410622090829643,-1.077464078419544,0.3008142159603332,72,3,0.0,0.0,1.0
31.9,-0.8636370058112295,-1.0227891049447562,-0.8925272276994289,-1.291136305627046,-0.5763743409819442,79,2,0.0,1.0,0.0
17.0,0.30525101067465893,-0.3096877864193458,0.5415381255528706,0.19235944327075374,-0.7167245100927087,78,2,0.0,1.0,0.0
32.0,-0.8636370058112295,-1.0035160963359613,-0.998754290903303,-1.2422969394081884,0.020113877738804197,82,3,0.0,0.0,1.0
10.0,1.4741390271605472,1.0779688334138853,2.533295560625509,1.7014958594334537,-0.2254989182050332,70,1,1.0,0.0,0.0
26.6,-0.8636370058112295,-0.42532583807211505,-0.5472892722868383,-0.42423755524232354,0.26572667368264163,81,1,1.0,0.0,0.0
26.0,-0.8636370058112295,-1.0035160963359613,-0.9190839935003975,-1.254506780962903,1.704315907067977,71,1,1.0,0.0,0.0
32.0,-0.8636370058112295,-0.5795099069424741,-0.5472892722868383,-0.8393721681026132,-1.4184753556465306,82,1,1.0,0.0,0.0
37.0,-0.8636370058112295,-1.061335122162346,-1.05186782250524,-1.2300870978534741,1.3183529420133744,81,3,0.0,0.0,1.0
31.0,-0.8636370058112295,-1.1191541479887306,-0.998754290903303,-1.26061170174026,1.1780027729026106,74,3,0.0,0.0,1.0
12.0,1.4741390271605472,1.492338518502975,1.4710249285867685,1.799174591871169,-0.7518120523703996,72,1,1.0,0.0,0.0
23.2,-0.8636370058112295,-0.37714331655012784,0.010402809533500375,-0.28992929814046514,0.37098930051571516,78,1,1.0,0.0,0.0
18.0,0.30525101067465893,0.5286880880632313,-0.7066298670926494,0.7222665667453587,1.8797536184564325,76,1,1.0,0.0,0.0
27.0,-0.8636370058112295,-0.42532583807211505,-0.3879486774810273,-0.3021391396951795,0.8271273501256996,82,1,1.0,0.0,0.0
18.5,1.4741390271605472,1.5887035615469494,1.2054572705770834,1.169146767647906,-0.9272497637588552,79,1,1.0,0.0,0.0
13.0,1.4741390271605472,1.5887035615469494,1.8693764156012962,1.0238496531468044,-1.629000609312677,73,1,1.0,0.0,0.0
30.5,-0.8636370058112295,-0.9456970705095766,-0.7066298670926494,-0.9675755044271144,-0.5412867987042532,77,2,0.0,1.0,0.0
31.0,-0.8636370058112295,-1.0035160963359613,-0.9721975251023345,-1.2361920186308313,0.6867771810149358,82,3,0.0,0.0,1.0
22.5,0.30525101067465893,0.3552310105840774,-0.3879486774810273,0.12520531471982452,0.6867771810149358,76,1,1.0,0.0,0.0
32.0,-0.8636370058112295,-1.061335122162346,-0.9190839935003975,-1.2117723355214025,0.4762519273487887,76,3,0.0,0.0,1.0
14.0,1.4741390271605472,1.183970380762257,1.2054572705770834,1.3596202959014505,-0.9272497637588552,71,1,1.0,0.0,0.0
24.0,-0.8636370058112295,-0.5313273854204869,-0.33483514587909025,-0.1434111994838923,0.26572667368264163,82,1,1.0,0.0,0.0
26.0,-0.8636370058112295,-0.7626034887260253,-0.786300164495555,-0.8992003917207138,-0.5763743409819442,74,2,0.0,1.0,0.0
13.0,1.4741390271605472,1.029786311891898,0.6477651887567446,0.2277679837794255,-1.2781251865357661,75,1,1.0,0.0,0.0
12.0,1.4741390271605472,2.2536223585503725,2.4801820290235717,2.4047827329850033,-1.4535628979242214,73,1,1.0,0.0,0.0
24.0,-0.8636370058112295,-1.0131526006403588,-0.786300164495555,-1.0676962051757726,-0.05006120681657774,74,2,0.0,1.0,0.0
18.0,0.30525101067465893,0.3552310105840774,-0.12238101947134218,0.37306509828052686,-0.05006120681657774,71,1,1.0,0.0,0.0
25.1,-0.8636370058112295,-0.5313273854204869,-0.4410622090829643,-0.32045390202725116,-0.08514874909426871,78,1,1.0,0.0,0.0
43.4,-0.8636370058112295,-1.0131526006403588,-1.5033328411217048,-0.7905328018837556,2.827117259954092,80,2,0.0,1.0,0.0
26.0,-0.8636370058112295,-0.9456970705095766,-0.786300164495555,-0.8760016927667564,0.8973024346810815,77,3,0.0,0.0,1.0
26.0,-0.8636370058112295,-0.9456970705095766,-1.5564463727236417,-1.4010248796194757,1.704315907067977,70,2,0.0,1.0,0.0
15.0,1.4741390271605472,2.2536223585503725,2.4801820290235717,1.6587614139919533,-1.9798760320895878,70,1,1.0,0.0,0.0
19.0,-0.8636370058112295,-0.7047844628996407,-0.5207325064858699,-0.8210574057705416,1.002565061514155,73,1,1.0,0.0,0.0
19.0,0.30525101067465893,0.3552310105840774,-0.12238101947134218,-0.09945576988692047,0.12537650457187774,74,1,1.0,0.0,0.0
21.0,0.30525101067465893,0.34559450627967997,0.14318663853834293,0.06904004356813828,-0.2254989182050332,75,1,1.0,0.0,0.0
29.0,-0.8636370058112295,-0.9360605662051792,-0.5738460380878069,-0.9321669639184427,0.3008142159603332,74,2,0.0,1.0,0.0
33.7,-0.8636370058112295,-0.8493320274656023,-0.786300164495555,-0.9431558213176856,-0.43602417187117964,81,3,0.0,0.0,1.0
31.0,-0.8636370058112295,-0.8011495059436151,-0.5207325064858699,-0.49749660457060996,0.19555158912725967,82,1,1.0,0.0,0.0
22.4,0.30525101067465893,0.34559450627967997,0.14318663853834293,0.5281300860253998,0.05520142001649579,81,1,1.0,0.0,0.0
19.4,0.30525101067465893,0.3552310105840774,-0.3879486774810273,0.2778283341537545,0.5464270119041706,78,1,1.0,0.0,0.0
20.3,-0.27919299756828525,-0.6180559241600638,-0.042710722068436645,-0.1861456449253927,0.09028896229418676,78,2,0.0,1.0,0.0
23.0,-0.8636370058112295,-0.7240574715084356,-0.4410622090829643,-0.031080657180519815,0.4762519273487887,75,2,0.0,1.0,0.0
17.6,1.4741390271605472,1.029786311891898,0.6477651887567446,0.9066351742215463,-0.7868995946480906,79,1,1.0,0.0,0.0
18.0,0.30525101067465893,0.5286880880632313,-0.4410622090829643,0.047062328769652356,0.3008142159603332,73,1,1.0,0.0,0.0
28.4,-0.8636370058112295,-0.42532583807211505,-0.3879486774810273,-0.38150310980082314,0.12537650457187774,79,1,1.0,0.0,0.0
18.5,0.30525101067465893,0.5286880880632313,-0.1754945510732792,0.6624383431272582,1.1780027729026106,77,1,1.0,0.0,0.0
15.5,1.4741390271605472,1.0490593205006928,0.40875429654802803,1.1960084190682776,-0.6114618832596351,76,1,1.0,0.0,0.0
18.0,0.30525101067465893,0.5286880880632313,-0.4410622090829643,0.1911384591152823,-0.4009366295934887,71,1,1.0,0.0,0.0
44.3,-0.8636370058112295,-1.0131526006403588,-1.5033328411217048,-1.0957788407516156,2.1253664144002697,80,2,0.0,1.0,0.0
13.0,1.4741390271605472,1.492338518502975,1.0726734415722408,1.3095599455271214,-1.2781251865357661,76,1,1.0,0.0,0.0
23.0,-0.8636370058112295,-0.5313273854204869,-0.7066298670926494,-0.4767398739275955,1.002565061514155,75,1,1.0,0.0,0.0
20.8,0.30525101067465893,0.0468628728433594,-0.5207325064858699,0.10689055238775293,0.37098930051571516,78,1,1.0,0.0,0.0
29.0,-0.8636370058112295,-1.0131526006403588,-0.9190839935003975,-1.2764844957613888,-0.5061992564265623,76,2,0.0,1.0,0.0
25.0,0.30525101067465893,-0.1362307089401919,0.14318663853834293,-0.045732467046177096,0.26572667368264163,82,1,1.0,0.0,0.0
31.0,-0.8636370058112295,-1.1962461824239101,-1.05186782250524,-1.476725897258705,1.1780027729026106,71,3,0.0,0.0,1.0
15.0,0.30525101067465893,0.5286880880632313,-0.8659704618984605,0.21433715806923967,1.3534404842910661,75,1,1.0,0.0,0.0
30.0,-0.8636370058112295,-0.4735083595941022,-0.998754290903303,0.32666770037261217,2.1604539566779613,80,2,0.0,1.0,0.0
27.4,-0.8636370058112295,-0.7144209672040381,-0.6535163354907124,-0.38150310980082314,-0.2254989182050332,79,1,1.0,0.0,0.0
16.0,0.30525101067465893,0.6057801224984107,0.14318663853834293,0.7930836477627022,0.8271273501256996,74,1,1.0,0.0,0.0
24.3,-0.8636370058112295,-0.42532583807211505,-0.3879486774810273,0.02508461397116643,1.5639657379572132,80,1,1.0,0.0,0.0
25.0,-0.8636370058112295,-0.8782415403787946,-0.25516484847618476,-0.741693435664898,0.6516896387372442,70,2,0.0,1.0,0.0
